人名1	人名2	预测	目标
薄熙来	薄瓜瓜	父母	父母
严慰冰	陆德	父母	父母
孙道存	张琼玲	夫妻	情侣
林伯渠	林修梅	合作	兄弟姐妹
舒淇	彭于晏	情侣	情侣
王重阳	丘处机	师生	师生
诸葛怀	诸葛亮	父母	父母
诸葛怀	诸葛乔	父母	兄弟姐妹
郭启儒	侯宝林	合作	合作
东乡公主	甄洛	父母	父母
金建杭	马云	夫妻	合作
郭可盈	林文龙	夫妻	夫妻
铁扇公主	牛魔王	夫妻	夫妻
鲍蕾	陆毅	夫妻	夫妻
李彦宏	马东敏	夫妻	夫妻
徐静斐	黎璐玲	父母	父母
赵雅芝	黄汉伟	夫妻	夫妻
解宝	解珍	夫妻	兄弟姐妹
林彪	林立果	父母	父母
毛岸英	刘思齐	夫妻	夫妻
詹才芳	馀楚臣	夫妻	兄弟姐妹
蔡依珊	连胜文	夫妻	夫妻
毛东东	刘滨	父母	父母
毛泽东	毛新宇	父母	祖孙
王迎春	杨力舟	夫妻	夫妻
戴俊英	顾慰连	夫妻	夫妻
马鸿铭	蔡加敏	夫妻	夫妻
拔都	术赤	父母	父母
袁剑伟	林嘉欣	夫妻	夫妻
袁田	袁阔成	夫妻	父母
比莉	周汤豪	兄弟姐妹	父母
周汤豪	王雪娥	兄弟姐妹	父母
李克勤	卢淑仪	夫妻	夫妻
刘国梁	王瑾	夫妻	夫妻
郑在成	李龙大	合作	合作
贾赦	贾政	兄弟姐妹	兄弟姐妹
卢俊义	燕青	父母	上下级
馀彩琴	戚雅仙	合作	合作
李少春	高维廉	合作	合作
佟守本	汪恩禄	合作	合作
李苦禅	李慧文	夫妻	夫妻
林访兰	吴伯雄	父母	父母
姜武	宋妍	兄弟姐妹	夫妻
毛泽东	李讷	夫妻	父母
曾志伟	曾国祥	父母	父母
松赞干布	文成公主	夫妻	夫妻
刘谌	刘禅	父母	父母
孙权	甘宁	兄弟姐妹	上下级
宋美龄	蒋介石	兄弟姐妹	夫妻
宋美龄	宋子文	兄弟姐妹	兄弟姐妹
蒋介石	倪桂珍	兄弟姐妹	父母
宋庆龄	倪桂珍	父母	父母
胡瓜	丁柔安	夫妻	情侣
张卫健	谢霆锋	夫妻	好友
孙权	孙策	兄弟姐妹	兄弟姐妹
俞大维	俞扬和	父母	父母
蒋经国	蒋孝章	父母	父母
俞扬和	蒋孝章	父母	夫妻
梁静慈	甄子丹	夫妻	夫妻
汪小菲	张雨绮	父母	情侣
汪小菲	汪则翰	父母	父母
郝蕾	李光洁	夫妻	夫妻
王祖贤	齐秦	夫妻	情侣
高竣熙	李肖逸	夫妻	同门
杨小娟	吕良伟	夫妻	夫妻
郝明莉	毛新宇	夫妻	夫妻
李昌镐	曹薰铉	父母	师生
岳不群	岳灵珊	兄弟姐妹	父母
夏姬	孔宁	父母	情侣
田秉毅	李永波	父母	合作
周美青	马唯中	夫妻	父母
解珍	解宝	兄弟姐妹	兄弟姐妹
杨步伟	赵元任	夫妻	夫妻
彭德怀	彭梅魁	夫妻	亲戚
谷牧	刘会远	父母	父母
洪秀全	杨秀清	父母	上下级
周信芳	周采茨	父母	父母
陆九龄	陆九渊	父母	兄弟姐妹
李小龙	李香凝	父母	父母
林立果	林彪	父母	父母
赵建铭	陈水扁	父母	父母
陈水扁	陈幸妤	父母	父母
梅兰芳	龚云甫	师生	合作
刘永美	刘永好	兄弟姐妹	兄弟姐妹
刘永好	刘永行	兄弟姐妹	兄弟姐妹
刘邦	吕雉	夫妻	夫妻
毛岸英	刘思齐	父母	夫妻
黄光裕	黄燕虹	夫妻	兄弟姐妹
张志铭	黄燕虹	父母	夫妻
梁红玉	韩世忠	夫妻	夫妻
汪小菲	张雨绮	夫妻	情侣
黄睿靓	陈致中	父母	夫妻
傅声	张震声	夫妻	兄弟姐妹
孙道存	张琼玲	夫妻	情侣
斯内德	约兰特	夫妻	情侣
李宝春	李桂春	父母	祖孙
高冈苍甫	宫崎葵	夫妻	夫妻
杜宪	陈道明	夫妻	夫妻
连震东	赵兰坤	父母	夫妻
李昌镐	曹薰铉	夫妻	师生
俞明震	俞明颐	夫妻	兄弟姐妹
包庭政	包伟铭	父母	父母
兰雨霖	朱泳腾	夫妻	夫妻
安乐公主	太平公主	夫妻	亲戚
孙伏园	鲁迅	夫妻	师生
鲁迅	周作人	父母	兄弟姐妹
孙甜甜	李婷	父母	合作
胡瓜	丁柔安	情侣	情侣
罗嘉良	苏岩	夫妻	夫妻
徐悲鸿	蒋碧微	夫妻	夫妻
贺晓明	贺龙	父母	父母
热力兄弟	葛优	好友	好友
马樟花	赵香佬	师生	兄弟姐妹
王馨平	王羽	父母	父母
王馨平	林翠	兄弟姐妹	父母
洪恒珠	苏嘉全	父母	夫妻
田秉毅	李永波	夫妻	合作
毛东东	刘滨	父母	父母
毛泽东	毛新宇	父母	祖孙
曾志伟	曾启荣	父母	父母
贾谊	灌婴	父母	合作
汤唯	玄彬	夫妻	情侣
李孝贞	李敬元	合作	合作
方冰	方青卓	父母	父母
张兰	汪小菲	父母	父母
邓小平	邓榕	父母	父母
王小波	李银河	夫妻	夫妻
吕正操	张学良	夫妻	合作
彭德怀	彭梅魁	夫妻	亲戚
包庭政	包小柏	兄弟姐妹	亲戚
包庭政	包伟铭	父母	父母
小龙女	杨过	夫妻	夫妻
钟镇涛	章小蕙	夫妻	夫妻
任剑辉	梅雪诗	师生	师生
胡中惠	郭麒麟	父母	父母
胡中惠	郭德纲	夫妻	夫妻
周玖	关栋天	夫妻	夫妻
肖桂云	李前宽	夫妻	夫妻
郭沫若	佐藤富子	夫妻	夫妻
刘永美	刘永好	兄弟姐妹	兄弟姐妹
刘永好	刘永行	兄弟姐妹	兄弟姐妹
周华健	罗大佑	父母	合作
罗大佑	李宗盛	父母	合作
杨步伟	赵元任	夫妻	夫妻
李政道	杨振宁	夫妻	合作
刘欢	段文才	父母	好友
范竞马	兰幼青	夫妻	师生
彭帅	谢淑薇	合作	合作
孙鲁班	孙鲁育	兄弟姐妹	兄弟姐妹
康子林	周慕莲	师生	师生
莫言	管笑笑	父母	父母
曹训	曹皑	兄弟姐妹	兄弟姐妹
曹爽	曹羲	父母	兄弟姐妹
曹真	曹羲	父母	父母
田桂凤	筱翠花	夫妻	师生
路三宝	筱翠花	夫妻	师生
赵建铭	陈水扁	父母	父母
陈水扁	陈幸妤	父母	父母
叶挺	叶正大	父母	父母
杜丽	庞伟	夫妻	夫妻
张菲	费贞绫	兄弟姐妹	兄弟姐妹
宗璞	冯钟芸	父母	兄弟姐妹
冯钟璞	冯钟芸	父母	兄弟姐妹
犬夜叉	犬大将	夫妻	父母
犬夜叉	杀生丸	父母	兄弟姐妹
犬大将	杀生丸	父母	父母
吴淑珍	陈水扁	夫妻	夫妻
王弢	刘璇	夫妻	夫妻
孙权	甘宁	夫妻	上下级
袁日初	袁信义	兄弟姐妹	兄弟姐妹
袁日初	袁和平	兄弟姐妹	兄弟姐妹
吴承瑛	吴郁生	父母	祖孙
吴作栋	陈子玲	夫妻	夫妻
俞明震	俞大纯	父母	父母
宋美龄	蒋介石	父母	夫妻
梁红玉	韩世忠	夫妻	夫妻
林彪	林立果	父母	父母
宋耀如	倪桂珍	夫妻	夫妻
姚维钧	黄炎培	夫妻	夫妻
关羽	关兴	父母	父母
李先念	李紫阳	父母	父母
李经文	杨荣环	师生	师生
杨荣环	雷英	师生	师生
白全福	阿双全	师生	师生
冯巩	牛群	合作	合作
李连杰	元奎	夫妻	合作
皮克	夏奇拉	夫妻	情侣
冯跋	冯弘	父母	兄弟姐妹
李菁	高峰	师生	同门
杜致礼	杜聿明	父母	父母
张嘉倪	杜淳	情侣	情侣
曹丕	曹植	父母	兄弟姐妹
曹植	曹操	父母	父母
彭帅	李娜	合作	合作
谢杏芳	卢兰	合作	合作
卢兰	王仪涵	合作	合作
臧天朔	斯琴格日乐	父母	情侣
文洁若	萧干	夫妻	夫妻
庹宗康	况明洁	夫妻	情侣
宋美龄	蒋介石	夫妻	夫妻
谢金燕	猪哥亮	夫妻	父母
刘谌	刘禅	父母	父母
吴英华	马海龙	师生	父母
孙中山	陈粹芬	夫妻	夫妻
赵灵儿	李忆如	父母	父母
李忆如	李逍遥	父母	父母
阿奴	盖罗骄	父母	同门
杨小楼	刘宗杨	合作	祖孙
文爱马	马伊琍	父母	父母
解珍	解宝	兄弟姐妹	兄弟姐妹
杨拯美	杨虎城	父母	父母
洪恒珠	苏嘉全	夫妻	夫妻
侯耀文	袁茵	夫妻	夫妻
卢淑仪	李克勤	夫妻	夫妻
侯耀文	袁茵	夫妻	夫妻
陈小春	应采儿	夫妻	夫妻
谢贤	狄波拉	父母	夫妻
刘诗昆	叶剑英	夫妻	父母
黎民伟	严珊珊	夫妻	夫妻
谷德昭	谷祖琳	夫妻	亲戚
王梓木	敬一丹	夫妻	夫妻
刘德华	张学友	好友	好友
周涛	姚科	夫妻	夫妻
常连安	常宝霖	合作	父母
周芷若	张无忌	夫妻	夫妻
张茜	张卫健	夫妻	夫妻
张菲	费贞绫	兄弟姐妹	兄弟姐妹
陈小春	应采儿	夫妻	夫妻
杜宪	陈道明	父母	夫妻
陈洁如	蒋介石	夫妻	夫妻
潘霜霜	林峰	情侣	情侣
陈凯歌	陈飞宇	父母	父母
卫青	郑季	夫妻	父母
曹郁	姚晨	情侣	夫妻
冯远征	梁丹妮	夫妻	夫妻
陈司翰	陈慧琳	父母	兄弟姐妹
洪秀全	罗孝全	夫妻	师生
保剑锋	何珈好	夫妻	夫妻
王政君	王莽	父母	亲戚
孙中山	宋庆龄	夫妻	夫妻
苗彤	苗侨伟	父母	父母
苗侨伟	戚美珍	父母	夫妻
林建岳	林恬儿	父母	父母
谢玲玲	林恬儿	夫妻	父母
田连元	叶怡均	师生	师生
慕容暐	慕容垂	夫妻	亲戚
刘之冰	茹萍	夫妻	夫妻
叶圣陶	俞平伯	合作	好友
彭帅	李娜	合作	合作
孙权	孙策	兄弟姐妹	兄弟姐妹
黎民伟	严珊珊	父母	夫妻
霍震霆	霍英东	父母	父母
叶群	林立果	父母	父母
林立果	林彪	父母	父母
马英九	周美青	父母	夫妻
马唯中	周美青	父母	父母
唐廷植	唐廷枢	父母	兄弟姐妹
王菲	李嫣	父母	父母
蔡惠媚	蒋孝武	父母	夫妻
刘嘉玲	梁朝伟	夫妻	夫妻
陈红	黄希庭	合作	合作
宫粉红	罗乐林	父母	父母
吴小楼	尹桂芳	合作	合作
徐天红	袁雪芬	合作	合作
徐天红	竺水招	合作	合作
徐天红	范瑞娟	合作	合作
傅全香	徐玉兰	合作	合作
袁雪芬	范瑞娟	合作	合作
李嘉欣	许晋亨	夫妻	夫妻
汤镇业	翁美玲	夫妻	情侣
郭京飞	陆毅	兄弟姐妹	兄弟姐妹
鲍蕾	陆毅	夫妻	夫妻
鲍莉	陆毅	兄弟姐妹	兄弟姐妹
刘嘉玲	梁朝伟	夫妻	夫妻
小龙女	杨过	夫妻	夫妻
曹昂	曹丕	父母	兄弟姐妹
刘秀	冯异	夫妻	上下级
黄美芸	高锟	夫妻	夫妻
薄熙来	薄瓜瓜	父母	父母
文洁若	萧干	夫妻	夫妻
郑嘉颖	徐靖雯	夫妻	情侣
吴慈美	林志玲	父母	父母
王菲	窦唯	父母	夫妻
陈致中	黄睿靓	夫妻	夫妻
黄睿靓	陈幸妤	夫妻	亲戚
汤镇业	翁美玲	夫妻	情侣
犬夜叉	杀生丸	父母	兄弟姐妹
李嘉欣	许晋亨	夫妻	夫妻
赵本山	小沈阳	师生	师生
朱宏钧	白岩松	夫妻	夫妻
黄任中	徐贵樱	夫妻	夫妻
孙甜甜	李婷	夫妻	合作
杨政	吴璘	父母	合作
王菲	窦唯	夫妻	夫妻
宋逸民	张庭	情侣	情侣
叶群	林立果	父母	父母
林立果	林彪	父母	父母
郭启儒	侯宝林	合作	合作
汪精卫	陈壁君	父母	夫妻
蔡依珊	连胜文	夫妻	夫妻
杨小娟	吕良伟	夫妻	夫妻
英若诚	蔡葆真	父母	父母
麦宝婵	甄子丹	父母	父母
郭可盈	林文龙	夫妻	夫妻
小鲜灵霞	翟婷婷	师生	师生
黄志忠	何音	夫妻	夫妻
王政君	王莽	夫妻	亲戚
白歆惠	阮经天	合作	好友
吴公仪	吴大揆	父母	父母
支维永	金筱邦	合作	合作
金筱邦	裘凤山	合作	合作
郑曼青	杨澄甫	师生	师生
郑曼青	秦道生	父母	师生
宋佳玲	宋祖英	兄弟姐妹	兄弟姐妹
黄家驹	黄家强	父母	兄弟姐妹
曹植	曹丕	父母	兄弟姐妹
东乡公主	甄洛	父母	父母
黄希庭	张进辅	合作	合作
金荷娜	金载沅	夫妻	情侣
曹其敏	季滨	合作	合作
吕正操	吕彤羽	父母	父母
邱嘉雄	林月云	夫妻	情侣
陆云	陆机	师生	兄弟姐妹
江泽民	江上青	父母	父母
李圣根	晏紫	夫妻	夫妻
孙忠杰	孙穗芬	父母	父母
梅艳芳	张国荣	夫妻	好友
李光耀	李显龙	父母	父母
谢晖	佟晨洁	夫妻	夫妻
于月仙	马丽娟	夫妻	兄弟姐妹
傅铎若	傅泾波	父母	父母
傅泾波	傅海澜	父母	父母
陶哲轩	陶象国	父母	父母
小龙女	杨过	夫妻	夫妻
王亮	王洪礼	父母	父母
小龙女	杨过	夫妻	夫妻
毛岸英	刘思齐	夫妻	夫妻
卢俊义	燕青	父母	上下级
林冲	宋江	夫妻	上下级
芳艳芬	任剑辉	合作	合作
刘邦	吕雉	夫妻	夫妻
刘邦	刘肥	父母	父母
冉求	孔子	师生	师生
张楚格	王亮	夫妻	夫妻
陶铸	曾志	夫妻	夫妻
徐有贞	祝允明	夫妻	祖孙
王祖贤	齐秦	夫妻	情侣
张立媛	于玉蘅	师生	师生
刘銮雄	吕丽君	情侣	夫妻
吴君如	陈可辛	夫妻	夫妻
杨绛	钱钟书	夫妻	夫妻
元彪	成龙	同门	同门
朱永棠	陈小春	合作	合作
馀丽珍	罗艳卿	父母	师生
松赞干布	文成公主	夫妻	夫妻
金敬姬	金正日	夫妻	兄弟姐妹
元彪	成龙	同门	同门
张靓颖	赵晨浩	合作	情侣
杨小楼	刘宗杨	父母	祖孙
徐帆	冯小刚	夫妻	夫妻
乔冠华	龚澎	夫妻	夫妻
解珍	解宝	夫妻	兄弟姐妹
唐太宗	长孙无忌	父母	兄弟姐妹
翁家明	俞小凡	情侣	夫妻
连战	连惠心	父母	父母
林青霞	邢李源	父母	夫妻
杨德昌	蔡琴	夫妻	夫妻
黎洪模	黎志康	父母	父母
王梓木	敬一丹	夫妻	夫妻
铁扇公主	牛魔王	夫妻	夫妻
付小芳	刘莎莎	兄弟姐妹	同门
金庸	查品珍	夫妻	亲戚
赵建铭	陈水扁	父母	父母
王宝强	马蓉	夫妻	夫妻
张翼鹏	盖叫天	合作	父母
中村狮童	竹内结子	夫妻	夫妻
赵一荻	张学良	夫妻	夫妻
解宝	解珍	兄弟姐妹	兄弟姐妹
谭志道	谭富英	祖孙	祖孙
谭志道	谭鑫培	父母	父母
谭小培	谭鑫培	祖孙	父母
谭正岩	谭富英	祖孙	祖孙
张歆艺	王志飞	夫妻	情侣
洪秀全	罗孝全	父母	师生
李小龙	李香凝	父母	父母
姚凤凤	吴建豪	合作	兄弟姐妹
郑翔中	李美凤	兄弟姐妹	夫妻
金兑姬	刘昌赫	夫妻	夫妻
谢晖	佟晨洁	情侣	夫妻
李嘉欣	许晋亨	父母	夫妻
毛岸英	刘思齐	夫妻	夫妻
小龙女	杨过	夫妻	夫妻
鲍蕾	陆毅	夫妻	夫妻
任剑辉	芳艳芬	合作	合作
班布尔善	塔拜	父母	父母
环夫人	曹冲	父母	父母
吴征镒	吴启贤	父母	父母
钱瘦铁	刘田依	师生	师生
郭启儒	侯宝林	合作	合作
式场壮吉	欧阳菲菲	夫妻	夫妻
郭襄	郭靖	父母	父母
小龙女	杨过	夫妻	夫妻
张宁益	马琳	合作	夫妻
李菁	何云伟	合作	合作
慕容仁	慕容皝	父母	兄弟姐妹
薛姨妈	王子腾	兄弟姐妹	兄弟姐妹
马良行	孙雯	夫妻	师生
叶群	林立果	父母	父母
李菁	何云伟	合作	合作
李菁	高峰	合作	同门
诸葛怀	诸葛亮	父母	父母
仲由	孔子	夫妻	师生
傅天正	傅起凤	父母	父母
周有光	张允和	夫妻	夫妻
张靓颖	赵晨浩	好友	情侣
罗振玉	罗福颐	父母	父母
彭帅	谢淑薇	合作	合作
黄睿靓	陈致中	夫妻	夫妻
黄睿靓	陈水扁	父母	父母
小龙女	杨过	夫妻	夫妻
梁思成	林徽因	夫妻	夫妻
陈同海	李薇	夫妻	情侣
张须陀	秦叔宝	父母	上下级
刘文步	郑福山	合作	合作
郑少秋	郑咏恩	父母	父母
茹志娟	邓友梅	夫妻	同门
初永真	郭守正	兄弟姐妹	祖孙
郭守正	郭晓玲	父母	兄弟姐妹
何超琼	许晋亨	夫妻	夫妻
永井大	广末凉子	情侣	情侣
毛泽东	李讷	父母	父母
馀丽珍	罗艳卿	师生	师生
铁扇公主	牛魔王	夫妻	夫妻
小龙女	杨过	父母	夫妻
赵岭	袁立	夫妻	夫妻
洪天祥	洪金宝	父母	父母
洪天祥	洪煦榆	父母	兄弟姐妹
洪煦榆	洪天照	父母	兄弟姐妹
张翼鹏	盖叫天	合作	父母
张惠妹	张雨生	合作	师生
李圣根	晏紫	夫妻	夫妻
李小龙	李香凝	父母	父母
江泽民	江上青	父母	父母
黄志忠	何音	夫妻	夫妻
夏侯睿	曹腾	父母	好友
巩汉林	潘长江	夫妻	合作
彭小枫	林颖	父母	父母
彭小枫	彭雪枫	夫妻	父母
唐廷植	唐廷枢	父母	兄弟姐妹
西施	越王勾践	父母	夫妻
西施	夫差	父母	情侣
罗志祥	李毓芬	情侣	情侣
刘封	刘备	父母	父母
傅小石	王汝瑜	夫妻	夫妻
吕大忠	程颐	父母	师生
林黛玉	王熙凤	夫妻	亲戚
庾家麟	张正芬	夫妻	夫妻
付辛博	BOBO组合	夫妻	合作
杨采妮	邱韶智	夫妻	情侣
李菁	高峰	同门	同门
李彦宏	马东敏	夫妻	夫妻
陈英雪	古巨基	情侣	情侣
吴建豪	姚凤凤	父母	兄弟姐妹
施银花	屠杏花	夫妻	合作
林立果	林彪	父母	父母
林慧萍	姜育恒	夫妻	情侣
薄一波	薄瓜瓜	夫妻	祖孙
石评梅	庐隐	夫妻	好友
蒋勤勤	陈建斌	夫妻	夫妻
谢逊	张无忌	父母	父母
吕骥	麦新	夫妻	合作
郭德纲	胡中惠	夫妻	夫妻
郭麒麟	胡中惠	夫妻	父母
马连良	马小曼	夫妻	父母
马友友	马孝骏	父母	父母
梅艳芳	近藤真彦	情侣	情侣
冼干持	白雪仙	合作	师生
田连元	叶怡均	师生	师生
叶群	林立果	父母	父母
梁伯熙	陈肖霞	师生	师生
许金彩	徐天红	合作	合作
曹丕	曹冲	兄弟姐妹	兄弟姐妹
金秀山	金少山	兄弟姐妹	父母
霍震霆	霍英东	父母	父母
冯坚妮	霍英东	父母	夫妻
郭可盈	林文龙	情侣	夫妻
郑咏恩	郑少秋	父母	父母
林伯渠	林修梅	父母	兄弟姐妹
郑芝龙	郑成功	父母	父母
麦浚龙	麦绍棠	夫妻	父母
郑在成	李龙大	合作	合作
牛魔王	铁扇公主	夫妻	夫妻
钟腾福	张洁雯	夫妻	夫妻
王靖雄	王令尘	父母	父母
项羽	虞姬	夫妻	夫妻
常俊丽	汪荃珍	合作	合作
常俊丽	贾文龙	合作	合作
宋丹菊	荀慧生	父母	师生
文洁若	萧干	夫妻	夫妻
甘泗淇	李贞	夫妻	夫妻
流川枫	流川	夫妻	父母
曾志伟	曾国祥	合作	父母
鲍蕾	陆毅	夫妻	夫妻
李暹	李豫	父母	父母
邵娜	郑智	夫妻	夫妻
俞大维	俞扬和	父母	父母
俞明震	俞明颐	父母	兄弟姐妹
霍震寰	霍震宇	父母	兄弟姐妹
李菁	何云伟	合作	合作
杨小娟	吕良伟	夫妻	夫妻
杜必书	张小凡	师生	同门
宋美龄	宋子文	兄弟姐妹	兄弟姐妹
毛泽东	毛泽建	兄弟姐妹	兄弟姐妹
苏家漫	翁家明	情侣	情侣
翁家明	俞小凡	情侣	夫妻
张秋芳	傅彪	夫妻	夫妻
郝寿臣	马富禄	父母	合作
贾玲	冯巩	师生	师生
谢奕	谢道韫	父母	父母
程砚秋	李世济	师生	父母
刘爱琴	刘少奇	父母	父母
杜宪	陈道明	夫妻	夫妻
林月云	侯佩岑	父母	父母
黄兴	徐宗汉	夫妻	夫妻
孙权	孙策	兄弟姐妹	兄弟姐妹
刘永好	刘永行	夫妻	兄弟姐妹
吴君如	陈可辛	兄弟姐妹	夫妻
姜昆	戴志诚	合作	合作
张靓颖	赵晨浩	好友	情侣
陈英雪	古巨基	情侣	情侣
高拱	张居正	夫妻	合作
孙芸芸	孙莹莹	父母	兄弟姐妹
孙芸芸	何念慈	父母	父母
冯远征	梁丹妮	夫妻	夫妻
张桂凤	吕瑞英	合作	合作
高冈苍甫	宫崎葵	夫妻	夫妻
焦德海	焦少海	父母	父母
彭帅	谢淑薇	合作	合作
林青霞	邢李源	夫妻	夫妻
廖承志	经亨颐	父母	父母
张宁益	马琳	夫妻	夫妻
胡友松	李宗仁	夫妻	夫妻
佟守本	汪恩禄	合作	合作
张秋芳	傅彪	父母	夫妻
杨澄甫	杨振基	父母	父母
李斯忠	王清海	师生	师生
何韵诗	何秉舜	兄弟姐妹	兄弟姐妹
刘备	刘禅	父母	父母
何超贤	何鸿燊	父母	父母
刘璩	刘禅	父母	父母
霍去病	卫子夫	父母	亲戚
何云伟	李菁	父母	合作
关元昌	容星桥	夫妻	父母
周侗	卢俊义	父母	师生
周侗	林冲	父母	师生
女娲	伏羲	夫妻	夫妻
饶锷	饶宗颐	师生	父母
张东健	高小英	情侣	夫妻
哈里王子	威廉王子	父母	兄弟姐妹
周华健	罗大佑	父母	合作
罗大佑	李宗盛	父母	合作
成昆	谢逊	父母	师生
于芬	伏明霞	兄弟姐妹	师生
郝时远	傅莹	夫妻	夫妻
吕正操	张学良	夫妻	合作
杨诺思	杨永晴	夫妻	兄弟姐妹
李小璐	贾乃亮	夫妻	情侣
杨小娟	吕良伟	夫妻	夫妻
宋江	林冲	夫妻	上下级
林黛玉	王熙凤	夫妻	亲戚
刘永好	刘永行	夫妻	兄弟姐妹
李孝贞	李敬元	合作	合作
曹真	曹彬	父母	兄弟姐妹
曹植	曹丕	父母	兄弟姐妹
曹植	曹操	父母	父母
何东	何仕文	兄弟姐妹	父母
冯巩	牛群	合作	合作
张宁益	马琳	夫妻	夫妻
初永真	郭守正	兄弟姐妹	祖孙
郭守正	郭晓玲	父母	兄弟姐妹
张宁	龚睿娜	合作	合作
刘连玉	王玉珍	同门	同门
刘连玉	荣少昌	同门	同门
周麟阁	荣少昌	同门	同门
王玉珍	荣少昌	同门	同门
小龙女	杨过	夫妻	夫妻
周嘉威	施闻	夫妻	夫妻
王仕鹏	王治郅	夫妻	合作
曹操	曹宇	父母	父母
程训宣	徐向前	夫妻	夫妻
诸葛瞻	诸葛亮	父母	父母
王菲	李嫣	父母	父母
李泽楷	梁洛施	夫妻	情侣
刘嘉玲	梁朝伟	父母	夫妻
翁家明	俞小凡	夫妻	夫妻
常连安	常宝霖	师生	父母
常连安	常宝堃	师生	父母
常宝霖	常宝堃	师生	兄弟姐妹
冯巩	牛群	合作	合作
庄襄王	赵姬	夫妻	夫妻
周有光	张允和	夫妻	夫妻
成龙	于占元	父母	师生
蔡葆真	英若诚	父母	父母
英若诚	英千里	父母	父母
赵一荻	张学良	夫妻	夫妻
李嘉欣	许晋亨	夫妻	夫妻
许晋亨	何超琼	夫妻	夫妻
何猷启	何超莲	兄弟姐妹	兄弟姐妹
马英九	马以南	父母	兄弟姐妹
胡因梦	李敖	夫妻	夫妻
汪圆圆	甄子丹	兄弟姐妹	兄弟姐妹
叶群	林立果	父母	父母
林彪	林立果	父母	父母
周嘉威	施闻	夫妻	夫妻
洪天祥	洪金宝	父母	父母
柳兰芳	朱超伦	夫妻	夫妻
张东健	高小英	情侣	夫妻
张琼华	郭沫若	夫妻	夫妻
黎民伟	严珊珊	夫妻	夫妻
李嘉欣	许晋亨	夫妻	夫妻
